source	species	name
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	King quail
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Blue quail
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Snow Mountains quail
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Jungle bush quail
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Rock bush quail
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Painted bush quail
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Manipur bush quail
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Himalayan quail
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Udzungwa forest partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Rubeho forest partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Hill partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Rufous-throated partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	White-cheeked partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Taiwan partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Chestnut-breasted partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Bar-backed partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Sichuan partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	White-necklaced partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Orange-necked partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Chestnut-headed partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Siamese partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Malaysian partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Roll's partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Sumatran partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Grey-breasted partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Chestnut-bellied partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Red-billed partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Red-breasted partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Hainan partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Chestnut-necklaced partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Green-legged partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Ferruginous partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Crimson-headed partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Crested partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Mountain bamboo partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Chinese bamboo partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Taiwan bamboo partridge
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Red spurfowl
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Painted spurfowl
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Sri Lanka spurfowl
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Blood pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Western tragopan
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Satyr tragopan
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Blyth's tragopan
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Temminck's tragopan
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Cabot's tragopan
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Koklass pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Himalayan monal
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Sclater's monal
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Chinese monal
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Red junglefowl
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Grey junglefowl
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Sri Lanka junglefowl
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Green junglefowl
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Kalij pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Silver pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Edwards's pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Swinhoe's pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Hoogerwerf's pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Salvadori's pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Crestless fireback
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Crested fireback
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Siamese fireback
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Bulwer's pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	White eared pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Tibetan eared pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Brown eared pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Blue eared pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Elliot's pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Mrs. Hume's pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Mikado pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Copper pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Reeves's pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Common pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Green pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Golden pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Lady Amherst's pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Bronze-tailed peacock-pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Mountain peacock-pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Germain's peacock-pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Grey peacock-pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Hainan peacock-pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Malayan peacock-pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Bornean peacock-pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Palawan peacock-pheasant
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Crested argus
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Great argus
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Indian peafowl
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Green peafowl
Birds	Phasianidae (Pheasants, turkeys, francolin, and allies)	Congo peafowl
Birds	Gaviidae (loons)	Black-throated loon
Birds	Gaviidae (loons)	Red-throated loon
Birds	Gaviidae (loons)	Pacific loon
Birds	Gaviidae (loons)	Common loon
Birds	Gaviidae (loons)	Yellow-billed loon
Birds	Spheniscidae (penguins)	Emperor penguin
Birds	Spheniscidae (penguins)	King penguin
Birds	Spheniscidae (penguins)	Gentoo penguin
Birds	Spheniscidae (penguins)	Adelie penguin
Birds	Spheniscidae (penguins)	Northern rockhopper penguin
Birds	Spheniscidae (penguins)	Southern rockhopper penguin
Birds	Spheniscidae (penguins)	Macaroni penguin
Birds	Spheniscidae (penguins)	Yellow-eyed penguin
Birds	Spheniscidae (penguins)	Fairy penguin
Birds	Spheniscidae (penguins)	African penguin
Birds	Spheniscidae (penguins)	Magellanic penguin
Birds	Spheniscidae (penguins)	Galápagos penguin
Birds	Spheniscidae (penguins)	Chinstrap penguin
Birds	Spheniscidae (penguins)	Erect-crested penguin
Birds	Spheniscidae (penguins)	Humboldt penguin
Birds	Spheniscidae (penguins)	Royal penguin
Birds	Spheniscidae (penguins)	Fiordland penguin
Birds	Spheniscidae (penguins)	Snares penguin
Birds	Spheniscidae (penguins)	Little penguin
Birds	Oceanitidae (Austral storm petrels)	Elliot's storm petrel
Birds	Oceanitidae (Austral storm petrels)	Pincoya storm petrel
Birds	Oceanitidae (Austral storm petrels)	Grey-backed storm petrel
Birds	Oceanitidae (Austral storm petrels)	White-faced storm petrel
Birds	Oceanitidae (Austral storm petrels)	White-bellied storm petrel
Birds	Oceanitidae (Austral storm petrels)	Black-bellied storm petrel
Birds	Oceanitidae (Austral storm petrels)	New Zealand storm petrel
Birds	Oceanitidae (Austral storm petrels)	Polynesian storm petrel
Birds	Diomedeidae (albatrosses)	Black-footed albatross
Birds	Diomedeidae (albatrosses)	Short-tailed albatross
Birds	Diomedeidae (albatrosses)	Antipodean albatross
Birds	Diomedeidae (albatrosses)	Amsterdam albatross
Birds	Diomedeidae (albatrosses)	Tristan albatross
Birds	Diomedeidae (albatrosses)	Southern royal albatross
Birds	Diomedeidae (albatrosses)	Northern royal albatross
Birds	Diomedeidae (albatrosses)	Sooty albatross
Birds	Diomedeidae (albatrosses)	Light-mantled albatross
Birds	Diomedeidae (albatrosses)	Black-browed albatross
Birds	Diomedeidae (albatrosses)	Campbell albatross
Birds	Diomedeidae (albatrosses)	Shy albatross
Birds	Diomedeidae (albatrosses)	Chatham albatross
Birds	Diomedeidae (albatrosses)	Salvin's albatross
Birds	Diomedeidae (albatrosses)	Grey-headed albatross
Birds	Diomedeidae (albatrosses)	Atlantic yellow-nosed albatross
Birds	Diomedeidae (albatrosses)	Indian yellow-nosed albatross
Birds	Diomedeidae (albatrosses)	Buller's albatross
Birds	Diomedeidae (albatrosses)	Laysan albatross
Birds	Diomedeidae (albatrosses)	Wandering albatross
Birds	Hydrobatidae (Northern storm petrels)	Monteiro's storm petrel
Birds	Hydrobatidae (Northern storm petrels)	Cape Verde storm petrel
Birds	Hydrobatidae (Northern storm petrels)	Leach's storm petrel
Birds	Hydrobatidae (Northern storm petrels)	Markham's storm petrel
Birds	Hydrobatidae (Northern storm petrels)	Tristram's storm petrel
Birds	Hydrobatidae (Northern storm petrels)	Black storm petrel
Birds	Hydrobatidae (Northern storm petrels)	Guadalupe storm petrel
Birds	Hydrobatidae (Northern storm petrels)	Matsudaira's storm petrel
Birds	Hydrobatidae (Northern storm petrels)	Ashy storm petrel
Birds	Hydrobatidae (Northern storm petrels)	Hornby's storm petrel
Birds	Hydrobatidae (Northern storm petrels)	Fork-tailed storm petrel
Birds	Procellariidae (petrels and shearwaters)	Southern giant petrel
Birds	Procellariidae (petrels and shearwaters)	Northern fulmar
Birds	Procellariidae (petrels and shearwaters)	Southern fulmar
Birds	Procellariidae (petrels and shearwaters)	Antarctic petrel
Birds	Procellariidae (petrels and shearwaters)	Snow petrel
Birds	Procellariidae (petrels and shearwaters)	Blue petrel
Birds	Procellariidae (petrels and shearwaters)	Broad-billed prion
Birds	Procellariidae (petrels and shearwaters)	Salvin's prion
Birds	Procellariidae (petrels and shearwaters)	Antarctic prion
Birds	Procellariidae (petrels and shearwaters)	Slender-billed prion
Birds	Procellariidae (petrels and shearwaters)	Fairy prion
Birds	Procellariidae (petrels and shearwaters)	Fulmar prion
Birds	Procellariidae (petrels and shearwaters)	Kerguelen petrel
Birds	Procellariidae (petrels and shearwaters)	Great-winged petrel
Birds	Procellariidae (petrels and shearwaters)	White-headed petrel
Birds	Procellariidae (petrels and shearwaters)	Atlantic petrel
Birds	Procellariidae (petrels and shearwaters)	Providence petrel
Birds	Procellariidae (petrels and shearwaters)	Magenta petrel
Birds	Procellariidae (petrels and shearwaters)	Murphy's petrel
Birds	Procellariidae (petrels and shearwaters)	Soft-plumaged petrel
Birds	Procellariidae (petrels and shearwaters)	Zino's petrel
Birds	Procellariidae (petrels and shearwaters)	Fea's petrel
Birds	Procellariidae (petrels and shearwaters)	Desertas petrel
Birds	Procellariidae (petrels and shearwaters)	Bermuda petrel
Birds	Procellariidae (petrels and shearwaters)	Black-capped petrel
Birds	Procellariidae (petrels and shearwaters)	Jamaican petrel
Birds	Procellariidae (petrels and shearwaters)	Juan Fernandez petrel
Birds	Procellariidae (petrels and shearwaters)	Vanuatu petrel
Birds	Procellariidae (petrels and shearwaters)	Kermadec petrel
Birds	Procellariidae (petrels and shearwaters)	Herald petrel
Birds	Procellariidae (petrels and shearwaters)	Trindade petrel
Birds	Procellariidae (petrels and shearwaters)	Henderson petrel
Birds	Procellariidae (petrels and shearwaters)	Phoenix petrel
Birds	Procellariidae (petrels and shearwaters)	Barau's petrel
Birds	Procellariidae (petrels and shearwaters)	Hawaiian petrel
Birds	Procellariidae (petrels and shearwaters)	Galapagos petrel
Birds	Procellariidae (petrels and shearwaters)	Mottled petrel
Birds	Procellariidae (petrels and shearwaters)	White-necked petrel
Birds	Procellariidae (petrels and shearwaters)	Black-winged petrel
Birds	Procellariidae (petrels and shearwaters)	Chatham petrel
Birds	Procellariidae (petrels and shearwaters)	Bonin petrel
Birds	Procellariidae (petrels and shearwaters)	Gould's petrel
Birds	Procellariidae (petrels and shearwaters)	Collared petrel
Birds	Procellariidae (petrels and shearwaters)	Cook's petrel
Birds	Procellariidae (petrels and shearwaters)	De Filippi's petrel
Birds	Procellariidae (petrels and shearwaters)	Stejneger's petrel
Birds	Procellariidae (petrels and shearwaters)	Pycroft's petrel
Birds	Procellariidae (petrels and shearwaters)	Mascarene petrel
Birds	Procellariidae (petrels and shearwaters)	St. Helena petrel
Birds	Procellariidae (petrels and shearwaters)	Tahiti petrel
Birds	Procellariidae (petrels and shearwaters)	Beck's petrel
Birds	Procellariidae (petrels and shearwaters)	Fiji petrel
Birds	Procellariidae (petrels and shearwaters)	Grey petrel
Birds	Procellariidae (petrels and shearwaters)	White-chinned petrel
Birds	Procellariidae (petrels and shearwaters)	Spectacled petrel
Birds	Procellariidae (petrels and shearwaters)	Black petrel
Birds	Procellariidae (petrels and shearwaters)	Westland petrel
Birds	Procellariidae (petrels and shearwaters)	Streaked shearwater
Birds	Procellariidae (petrels and shearwaters)	Scopoli's shearwater
Birds	Procellariidae (petrels and shearwaters)	Cory's shearwater
Birds	Procellariidae (petrels and shearwaters)	Cape Verde shearwater
Birds	Procellariidae (petrels and shearwaters)	Wedge-tailed shearwater
Birds	Procellariidae (petrels and shearwaters)	Buller's shearwater
Birds	Procellariidae (petrels and shearwaters)	Sooty shearwater
Birds	Procellariidae (petrels and shearwaters)	Short-tailed shearwater
Birds	Procellariidae (petrels and shearwaters)	Pink-footed shearwater
Birds	Procellariidae (petrels and shearwaters)	Flesh-footed shearwater
Birds	Procellariidae (petrels and shearwaters)	Great shearwater
Birds	Procellariidae (petrels and shearwaters)	Christmas shearwater
Birds	Procellariidae (petrels and shearwaters)	Manx shearwater
Birds	Procellariidae (petrels and shearwaters)	Yelkouan shearwater
Birds	Procellariidae (petrels and shearwaters)	Balearic shearwater
Birds	Procellariidae (petrels and shearwaters)	Bryan's shearwater
Birds	Procellariidae (petrels and shearwaters)	Black-vented shearwater
Birds	Procellariidae (petrels and shearwaters)	Townsend's shearwater
Birds	Procellariidae (petrels and shearwaters)	Newell's shearwater
Birds	Procellariidae (petrels and shearwaters)	Rapa shearwater
Birds	Procellariidae (petrels and shearwaters)	Fluttering shearwater
Birds	Procellariidae (petrels and shearwaters)	Hutton's shearwater
Birds	Procellariidae (petrels and shearwaters)	Audubon's shearwater
Birds	Procellariidae (petrels and shearwaters)	Persian shearwater
Birds	Procellariidae (petrels and shearwaters)	Tropical shearwater
Birds	Procellariidae (petrels and shearwaters)	Galapagos shearwater
Birds	Procellariidae (petrels and shearwaters)	Bannerman's shearwater
Birds	Procellariidae (petrels and shearwaters)	Heinroth's shearwater
Birds	Procellariidae (petrels and shearwaters)	Little shearwater
Birds	Procellariidae (petrels and shearwaters)	Subantarctic shearwater
Birds	Procellariidae (petrels and shearwaters)	Barolo shearwater
Birds	Procellariidae (petrels and shearwaters)	Boyd's shearwater
Birds	Procellariidae (petrels and shearwaters)	Bulwer's petrel
